nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0009754	Ann M. Achacoso	\N	\N	actress	tt0202835
nm0009755	Ding Achacoso	\N	\N	miscellaneous,composer,assistant_director	tt0091012,tt0138811,tt0216563,tt0260731
nm0009756	Said Achaibou	\N	\N	actor	tt0253387
nm0009757	Doudja Achaichi	\N	\N	actress	tt0109698
nm0009759	Heikki Arala	\N	\N	editor,editorial_department	tt0141552,tt0088437,tt0142966,tt0140793
nm0009760	Achankunju	\N	\N	actor	tt0247916,tt0291894,tt0215023,tt0268954
nm0009761	Eduardo Achar	\N	\N	actor	tt0088908
nm0009762	Mauricio Achar	\N	\N	actor	tt0220885,tt0416429,tt0212640,tt0386179
nm0009763	Ravi Achar	\N	\N	actor	tt0114323
nm0009764	Basile Achara	\N	\N	actor	tt0091763
nm0009765	Laurent Achard	1964	\N	director,writer	tt0276908,tt0498103,tt0422948,tt0186453
nm0009766	Marcel Achard	1899	1974	writer,actor,director	tt0042013,tt0054331,tt0058586,tt0026485
nm0009767	Marie-Claire Achard	\N	\N	actress	tt6749528,tt4122692,tt0434183,tt0086235
nm0009768	Maurice Achard	\N	\N	writer	tt0110878,tt0346329,tt0395045,tt13465208
nm0009769	Olivier Achard	\N	\N	actor	tt0167644,tt0327578,tt2088376,tt0133385
nm0009770	Paul Achard	1897	1962	writer,actor	tt0200794,tt0199040,tt0195213,tt0031460
nm0009771	Achari	\N	\N	actor	tt0255924,tt0255925
nm0009772	Myriam Acharki	\N	\N	actress,editor	tt1966385,tt0401729,tt0163978,tt0352113
nm0009773	Smita Acharyya	\N	\N	producer,director,writer	tt1982151,tt1479831,tt2121824,tt1475159
nm0009774	Acharya	\N	\N	camera_department	tt0391547
nm0009775	B. Vittalacharya	1920	1999	director,writer,producer	tt1510788,tt0854121,tt0333067,tt1510668
nm0009776	Gunwantrai Acharya	\N	\N	writer	tt0214085,tt0213428,tt0241842,tt0420096
nm0009777	Indira Acharya	1926	\N	actress	tt0139392,tt0134301,tt2977832,tt0379365
nm0009778	N.R. Acharya	1909	1993	director,producer,production_manager	tt0041732,tt0149569,tt0149751,tt0151727
nm0009779	Rajeev Acharya	\N	\N	miscellaneous,actor,producer	tt1280558,tt3771536,tt1321869,tt0838221
nm0009780	S.V.R. Acharya	\N	\N	writer,composer	tt0246277
nm0009782	Jörg Achatz	\N	\N	art_department,editor,visual_effects	tt0110204,tt2884496,tt1532545,tt3006246
nm0009783	Maximilian Achatz	\N	\N	actor	tt0806910,tt1195607,tt0208223,tt0871862
nm0009784	Allison Achauer	\N	\N	costume_department,costume_designer	tt0186719,tt0160376
nm0009785	Isabel Achaval	1976	\N	actress,director,writer	tt2215347,tt0816636,tt0341625,tt0243569
nm0009786	Carl Ludwig Achaz-Duisberg	1889	1958	actor,director,writer	tt0020444,tt0477921,tt0477769
nm0009787	Francine Achbar	\N	\N	producer	tt3058028,tt0095392,tt0287013,tt0977693
nm0009788	Mark Achbar	\N	\N	producer,director,cinematographer	tt0104810,tt0230908,tt0225421,tt0379225
nm0009789	Dalal Achcar	1937	\N	producer	tt0188520
nm0009790	Mariana Achcar	\N	\N	script_department,production_manager	tt0210422,tt3571894,tt0387770,tt0430839
nm0009791	Anna Condo	1966	\N	actress,writer,director	tt1221149,tt1301181,tt0309264,tt0337690
nm0009792	Patrick Achdjian	\N	\N		tt0154352
nm0009793	Frédéric Achdou	\N	\N	cinematographer	tt0102049
nm0009794	Claude Ache	\N	\N	director,cinematographer,writer	tt0267317,tt0155111,tt0154515,tt0316281
nm0009796	Achee	\N	\N	actor	tt0201840
nm0009797	Lorraine Achee	\N	\N	actress,miscellaneous	tt0092727,tt2237790,tt1866302
nm0009798	Kate Atcheson	\N	\N	actress	tt0235117,tt0185855
nm0009799	Don Achen	\N	\N	actor	tt0104465,tt0110954
nm0009800	Karen Achenbach	\N	\N	editorial_department,miscellaneous	tt0100369,tt0106906,tt1708368,tt0085267
nm0009801	Amomen Achenguadi	\N	\N	actor	tt0088032
nm0009802	Gabriela Acher	1944	\N	actress,writer,director	tt0097302,tt1820940,tt0117684,tt0196459
nm0009803	Stuart Acher	\N	\N	editor,director,producer	tt0174511,tt2075318,tt3843168
nm0009804	Caitlin Acheson	\N	\N	make_up_department,actress	tt0159365,tt1512685,tt1937149,tt2515034
nm0009805	Dean Acheson	1893	1971		tt2410986,tt4972496,tt11091614,tt11090082
nm0009806	James Acheson	\N	\N	actor,producer,miscellaneous	tt8080122,tt0951216,tt0092585,tt0114558
nm0009807	James Acheson	1946	\N	costume_designer,production_designer,special_effects	tt0120744,tt0145487,tt0094947,tt0093389
nm0009810	John Acheson	\N	1998	actor	tt0066593,tt0056751,tt0066701,tt0063893
nm0009811	Mark Acheson	1957	\N	actor	tt0319343,tt0296572,tt0369226,tt0184858
nm0009812	Gerd Achgelis	1908	1991	miscellaneous	tt0028687
nm0009813	Kamaunani Achi	\N	\N	actress	tt0025985
nm0009815	Sante Achilli	\N	\N	camera_department,cinematographer,actor	tt0061933,tt0052999,tt0063137,tt0061570
nm0009816	Elsa Marta Achille	\N	\N	actress	tt0086017
nm0009817	Eric Achille	\N	\N	actor,composer	tt0190570,tt0282458
nm0009818	Louisa Achille	\N	\N	miscellaneous,director,producer	tt2737014,tt0404266,tt0117167,tt0286214
nm0009819	Andrea Achilles	\N	\N	actress	tt0096310
nm0009820	Damian Achilles	\N	\N	stunts,actor,miscellaneous	tt0120611,tt1458175,tt4513674,tt0498399
nm0009822	Jacques Achilles	\N	\N	actor	tt0096071
nm0009823	Monica Achilles	\N	\N	actress	tt0097520
nm0009824	Uwe Achilles	\N	\N	actor	tt0263103
nm0009825	Carlo Achilli	\N	\N	cinematographer	tt0124621
nm0009826	Fausto Achilli	\N	\N	sound_department	tt0086343,tt0062078,tt0060468,tt0059104
nm0009827	Pierfrancesco Achilli	\N	\N	editorial_department	tt0094049,tt0107276,tt0102426,tt0101493
nm0009828	Riccardo Achilli	\N	\N	actor	tt0794312,tt0965677,tt0193428,tt1215850
nm0009830	Toti Achilli	\N	\N	actor	tt0069929
nm0009832	Katrin Achinger	\N	\N	composer,director,actress	tt0110205,tt10619550
nm0009833	Francisco Achiu	\N	\N	actor	tt0231085
nm0009834	Satomi Achiwa	\N	\N	actress	tt0188640,tt0466371,tt0127310,tt0131013
nm0009835	David Achkar	1960	1998	director,actor,writer	tt0361626,tt4858758,tt0209907,tt5214202
nm0009836	Elias Achkar	1965	\N	actor,camera_department,sound_department	tt4993964,tt3973820,tt1239455,tt2118660
nm0009837	Marof Achkar	\N	\N		tt5622440
nm0009838	Samih Achkouti	\N	\N	actor	tt0095596
nm0009839	Yordan Achkov	\N	\N	set_decorator,production_designer	tt0192406,tt0289754,tt0170783,tt0252614
nm0009840	Nikos Ahladis	\N	\N	sound_department	tt0086978,tt0102043,tt0128725,tt0177698
nm0009841	Carl Achleitner	1963	\N	actor	tt0776201,tt3018354,tt4576572,tt0880566
nm0009842	Steffi Achleitner	\N	\N	editorial_department,editor	tt0140329,tt0191853,tt0254160
nm0009844	Werner Achmann	1929	2001	production_designer,art_director,art_department	tt0071935,tt0089092,tt0077272,tt0057692
nm0009845	Mohammed Achmed	\N	\N	camera_department	tt0093506,tt0095241,tt0098048
nm0009846	Zehra Achmed	\N	\N	actress	tt0025642,tt0026464,tt0016088,tt0129232
nm0009847	Nan Triveni Achnas	1963	\N	director,writer,producer	tt0274621,tt0292171,tt0331192,tt1067224
nm0009848	Hubert d' Achon	\N	\N	producer,production_manager	tt0041750,tt0143247,tt0156472,tt0170859
nm0009849	Rodrigo Achondo	1969	2016	actor	tt0294427,tt1589059,tt0246790,tt0313026
nm0009850	Armando Achong	\N	\N	camera_department	tt0111858,tt0079919,tt0070185,tt0140682
nm0009851	Lorelei Achor	\N	\N	production_manager,miscellaneous,camera_department	tt0105432,tt0107941,tt0106774,tt0099379
nm0009852	Richard Achor	\N	\N	sound_department,miscellaneous	tt1588863,tt1245678,tt0107117,tt0094559
nm0009853	Brett Achorn	\N	\N	miscellaneous,visual_effects,animation_department	tt0129167,tt0230011,tt0398286,tt2245084
nm0009854	John Achorn	1946	\N	actor,miscellaneous	tt0118264,tt0090142,tt0086960,tt0087799
nm0009855	Abdou Achouba	1950	\N	producer	tt0253914
nm0009856	Ahmed Achouba	\N	\N	miscellaneous	tt0244647,tt0284717,tt0318649,tt0468548
nm0009857	Abdelwahab Achouri	\N	\N	actor	tt0271811
nm0009858	Habiba Achrafi	\N	\N	actress	tt0217302,tt0185306
nm0009859	M.R. Achrekar	1907	1979	art_director,production_designer,miscellaneous	tt0050820,tt0053965,tt0044318,tt0052954
nm0009860	Robert Achs	1950	2005	cinematographer,camera_department,editorial_department	tt0810498,tt9307924,tt0099028,tt0162419
nm0009861	Samuel Achs	\N	\N	miscellaneous	tt0119305
nm0009863	Johannes Achtelik	1949	\N	actor	tt0264249,tt0202338,tt4314126,tt0071530
nm0009864	Norbert Achtelik	\N	\N	sound_department	tt0127263
nm0009865	Brian Achten	\N	\N	camera_department	tt0212991
nm0009866	Dirk Achten	1972	\N	assistant_director,production_manager,writer	tt1947866,tt1202515,tt0459587,tt0808174
nm0009867	Irma Achten	1956	\N	writer,director,miscellaneous	tt0156772,tt0420871,tt0270845,tt0106382
nm0009868	Ben Achtenberg	\N	\N	editor,producer,director	tt2555294,tt1053224,tt4903024,tt0087067
nm0009869	Roberta Achtenberg	\N	\N		\N
nm0009870	Daniela Achter	\N	\N	production_manager,art_department	tt0081890,tt0806910,tt0416436,tt0085062
nm0009871	Franz Achter	\N	\N	production_manager,location_management,miscellaneous	tt0071459,tt0076686,tt0057640,tt0226199
nm0009872	Fritz Achterberg	1880	1971	actor	tt0012249,tt1878914,tt0830925,tt0357264
nm0009873	Jan Rutger Achterberg	\N	\N	miscellaneous,writer,producer	tt0101125,tt0094494,tt1068211,tt1071917
nm0009874	Monica Achterberg	\N	\N	actress	tt0068864
nm0009875	Shelly Achterberg	\N	\N	actress	tt0247948
nm0009876	Helen Achtermann	\N	\N	costume_designer,costume_department,make_up_department	tt0162345,tt0425624,tt0177858,tt0162426
nm0009877	Andreas Achternbusch	1964	\N	actor,miscellaneous	tt0067304,tt0081221,tt0084439,tt1312056
nm0009878	Gerda Achternbusch	\N	\N	actress,cinematographer	tt0067304,tt0075750,tt0077782
nm0009880	Judit Achternbusch	1968	\N	actress,make_up_department	tt0084439,tt0088375,tt0081221,tt0071140
nm0009882	Rita Achternbusch	\N	\N	actress	tt0084439,tt0081221
nm0009883	Rut Achternbusch	1963	\N	actress,miscellaneous	tt0085585,tt0083814,tt0084439,tt0081221
nm0009884	Arnie Achtman	\N	\N	actor	tt0176357,tt0120536,tt0077679,tt0118379
nm0009885	Michael Achtman	\N	\N	director,writer,actor	tt11152408,tt1830652,tt1549149,tt4502196
nm0009887	Walter Achuga	\N	\N		tt0073161
nm0009888	Walter Achugar	\N	\N	producer	tt0066947,tt0326357,tt0109949,tt0062212
nm0009889	Patricio Achurra	1943	\N	actor	tt0376408,tt0374360,tt3615818,tt4913672
nm0009890	Rajaram Achuthanarayanan	\N	\N	miscellaneous	tt0206610
nm0009891	Dahlia Achvette	\N	\N	make_up_department	tt0112611
nm0009892	Achyuth	\N	\N	actor	tt1583218,tt1579960,tt0240084,tt1183907
nm0009893	Perla Achával	\N	\N	actress	tt0181525,tt0199767,tt0199332,tt0178774
nm0009894	Cristina Aché	1957	\N	actress,producer	tt0254312,tt0263784,tt0260231,tt0147099
nm0009895	Geneviève Acien	\N	\N	casting_department,assistant_director	tt1235166,tt1619029,tt5013056,tt1692486
nm0009896	Tony Acierto	\N	\N	actor	tt0083395,tt0091706,tt0086734,tt0078622
nm0009897	Nilüfer Açikalin	1967	\N	actress,writer,soundtrack	tt3255826,tt0494966,tt0468272,tt0377185
nm0009898	Server Acim	\N	\N	composer	tt0491848,tt0155914,tt0348590
nm0009899	Danica Acimac	1928	2009	actress	tt0184873,tt0182040,tt0188326,tt0184363
nm0009900	Dejan Acimovic	1963	\N	actor,director,producer	tt0250445,tt2061729,tt0119874,tt0871006
nm0009901	Dimitrije Acimovic	\N	\N	writer	tt0053785
nm0009902	Karpo Acimovic-Godina	1943	\N	cinematographer,director,editor	tt0334398,tt0084575,tt0241497,tt0241817
nm0009903	Andrej Acin	\N	\N	director,composer,writer	tt0425695,tt5666440,tt2334964,tt1745788
nm0009904	Jovan Acin	1941	1991	director,writer,assistant_director	tt0091200,tt0485022,tt0193597,tt0180927
nm0009905	Sava Acin	1944	\N	production_designer,art_department	tt0091200,tt0180802,tt0096994,tt0199274
nm0009906	Ángel Acinas	\N	\N	actor	tt0091531,tt0088246,tt0447779
nm0009907	Luis Acinella	\N	\N	actor	tt0089199
nm0009908	Roberto Acinelli	\N	\N	actor	tt0087121
nm0009909	Hilton Acioly	\N	\N	music_department,actor,composer	tt0064863
nm0009910	Jose Antonio Acioly	\N	\N	costume_designer	tt0091193
nm0009911	Karen Acioly	1962	\N	actress,assistant_director,casting_department	tt9533506,tt0138243,tt0145685,tt0091193
nm0009912	Thomas Acito	\N	\N	editor,editorial_department	tt0259727,tt0204250,tt0262044,tt0082909
nm0009913	Gabino Acitores	\N	\N	camera_department	tt0177824,tt0086987,tt0093969
nm0009914	Marius Acke	\N	\N	sound_department	tt12466382,tt0267238
nm0009915	Lena Ackebo	\N	\N	writer	tt0224522
nm0009916	Catarina Ackell	\N	\N	actress	tt0119763
nm0009917	Saskia Ackema	\N	\N	animation_department	tt0071448,tt0135636
nm0009918	Amy Acker	1976	\N	actress,producer	tt0162065,tt1259521,tt0285333,tt1839578
nm0009919	Antony Acker	\N	\N	actor	tt0426371,tt0119700,tt0870111,tt0257106
nm0009920	Barbara Acker	\N	\N	actress	tt0142228
nm0009921	Ben Acker	\N	\N	miscellaneous,writer,actor	tt4026560,tt1232775,tt0460681,tt4548442
nm0009922	Berko Acker	1945	1978	actor	tt0078866,tt1872035,tt0062019,tt0075908
nm0009923	Beth Acker	\N	\N	miscellaneous	tt0118668
nm0009924	Deb Acker	\N	\N	miscellaneous	tt0090583
nm0009925	Denis Acker	\N	\N	art_department,production_designer	tt0156245
nm0009926	Edward Acker	\N	\N	writer	tt0383535,tt0363671,tt0377732,tt0377941
nm0009927	Erin Acker	1978	\N	miscellaneous,casting_department	tt0428038,tt0279889,tt0420087,tt0276437
nm0009928	Eugene Acker	\N	\N	art_department	tt0061796,tt0063612,tt0077531,tt0059309
nm0009929	Eugene Acker	1889	1971	actor	tt0012038,tt0012269,tt0166832,tt0014572
nm0009930	Iris Acker	1930	2018	actress,writer,producer	tt0092211,tt0094890,tt0091059,tt0221285
nm0009931	Jean Acker	1893	1978	actress	tt0010002,tt0010376,tt0010505,tt0011998
nm0009932	Jean-François Acker	\N	\N	director,composer	tt0246844
nm0009933	Kathy Acker	1944	1997	actress,writer,soundtrack	tt4346530,tt0099677,tt0090251,tt1322362
nm0009934	Martha Acker	\N	\N	actress	tt0049737
nm0009935	Martha Acker	\N	\N	make_up_department	tt0045435,tt0132001,tt0043081
nm0009936	Natacha Acker	\N	\N	actress	tt0102524
nm0009937	Nathaniel Acker	\N	\N	miscellaneous	tt0096324
nm0009938	Norman Acker	\N	\N	actor	tt0008050,tt0885101
nm0009939	Randy Acker	\N	\N	producer,music_department,editorial_department	tt0164953,tt0878695,tt0306685,tt1206881
nm0009940	Lawrence Acker	\N	\N	miscellaneous	tt0042728
nm0009941	Ryan Acker	\N	\N	camera_department	tt0121974,tt2083379,tt0117096,tt0117716
nm0009942	Shane Acker	\N	\N	director,visual_effects,writer	tt0472033,tt0443424,tt0167260,tt1386703
nm0009943	Sharon Acker	1935	\N	actress,soundtrack	tt0082498,tt0060028,tt0062138,tt0068077
nm0009944	Steve Acker	\N	\N	actor	tt0095447
nm0009945	Yulia Akerholt	\N	\N	sound_department	tt1392190,tt1418377,tt1448755,tt2345737
nm0009946	Marcel Ackerknecht	\N	\N	composer	tt0111717
nm0009947	Gregory Ackerland	\N	\N	editor	tt0226016
nm0009948	J.R. Ackerley	1896	1967	writer	tt0096427,tt0843358,tt0200358
nm0009950	A.E.D. Ackerly	\N	\N	writer	tt0005178
nm0009951	A.D. Ackerman	\N	\N	actor,producer,sound_department	tt0311343,tt0079514
nm0009952	Andrew A. Ackerman	1952	2008	producer,assistant_director,production_manager	tt0410997,tt0098801,tt0892535,tt0082242
nm0009953	Andy Ackerman	\N	\N	director,producer,editor	tt0077097,tt0083399,tt0098904,tt1595856
nm0009954	Barbara Ackerman	\N	\N	miscellaneous	tt0090774
nm0009955	Beth Ackerman	\N	\N	editor	tt0133302,tt0374469,tt0104732
nm0009956	Bettye Ackerman	1924	2006	actress	tt0040051,tt0068124,tt0054519,tt0068149
nm0009957	Bill Ackerman	\N	\N	animation_department,art_department,writer	tt1289479,tt0156221,tt3384870,tt11434666
nm0009958	Boyd Ackerman	\N	\N	actor	tt0044030,tt0040925,tt0048960
nm0009959	Bradley Ackerman	\N	\N	actor	tt0074739
nm0009960	C. Fred Ackerman	\N	\N	director	tt0230494,tt0230691,tt0230090,tt0231786
nm0009961	Dan Ackerman	\N	\N	editor,camera_department,miscellaneous	tt3027156,tt0437005,tt0136687,tt3703500
nm0009962	Dave Ackerman	\N	\N	producer	tt0259653,tt0128531,tt0066285
nm0009963	David Willis Ackerman	\N	\N	art_department,camera_department	tt0155011,tt0177349,tt0118648,tt5707408
nm0009964	Don Ackerman	1968	\N	actor,director,writer	tt2262532,tt3843168,tt0118589,tt6461706
nm0009966	Don Ackerman	1919	1991	actor	tt0029697
nm0009967	Ed Ackerman	\N	\N	cinematographer,director,actor	tt0095901,tt0209169,tt2175601,tt0223900
nm0009968	Elizabeth Ackerman	\N	\N	music_department,editor,editorial_department	tt0221740,tt0088513,tt0086814,tt0120097
nm0009969	Forrest J. Ackerman	1916	2008	actor,writer,miscellaneous	tt0103873,tt0102564,tt0081766,tt0118063
nm0009970	Paul Vernon	\N	\N	miscellaneous	tt0160663
nm0009971	Georgina Ackerman	\N	\N	actress	tt0215108,tt0106102,tt0101315,tt0103573
nm0009972	Hal Ackerman	\N	\N	writer	tt0075529,tt5139360,tt4036906,tt0145459
nm0009973	Ronni Ackerman	\N	\N	producer,assistant_director,miscellaneous	tt0084342,tt0075345,tt0104834,tt0126417
nm0009974	Harry Ackerman	1912	1991	producer,writer,miscellaneous	tt0060003,tt0985040,tt0058806,tt0061252
nm0009975	Hildegard Ackerman	\N	\N	actress	tt0130060
nm0009976	Homer Ackerman	1891	1968	sound_department	tt0021233,tt0022926,tt0024768,tt0024663
nm0009977	Howard Ackerman	\N	\N	actor,miscellaneous	tt0088929,tt0081109
nm0009978	Jack Ackerman	1931	1991	soundtrack,actor,music_department	tt0062952,tt0053270,tt0074749,tt0064572
nm0009979	Jack E. Ackerman	1914	2007	art_department,miscellaneous	tt0095705,tt0087332,tt0096061,tt0086200
nm0009980	James Ackerman	\N	\N	producer,production_manager,camera_department	tt2542962,tt1530991,tt0098957,tt2368090
nm0009981	Jan Ackerman	\N	\N	actor	tt0086589,tt0092933,tt0350002
nm0009982	Jean Ackerman	1903	1960	actress	tt0021908,tt3678978
nm0009983	Jeff Ackerman	\N	\N	art_department,assistant_director	tt0108551,tt0099088,tt0092104,tt0110622
nm0009985	John Ackerman	\N	\N	actor	tt0104412,tt0101621,tt2223264
nm0009986	Josh Ackerman	1977	\N	producer,director,actor	tt0213149,tt1963853,tt0251075,tt8510610
nm0009988	Justin Ackerman	\N	\N	producer,actor,director	tt10476706,tt0102322,tt3739090,tt0111201
nm0009989	Karl Ackerman	\N	\N	miscellaneous,actor,writer	tt1655564,tt0904208,tt0371246,tt0369441
nm0009990	Katie Ackerman	\N	\N	actress	tt0217837
nm0009991	Kevin Ackerman	\N	\N	director,writer,producer	tt0240898,tt0151379,tt1294670
nm0009992	Kevin Ackerman	\N	\N	sound_department	tt0106594
nm0009993	Kevin Ian Ackerman	\N	\N	costume_designer,costume_department	tt0100826,tt0422401,tt0936501,tt0404177
nm0009995	Leonard Ackerman	1916	\N	producer	tt1727779,tt0052543,tt0068553,tt0054570
nm0009996	Leslie Ackerman	1956	\N	actress,manager,writer	tt0106145,tt0077031,tt0205521,tt0077778
nm0009997	Loni Ackerman	1949	\N	actress,soundtrack	tt0104954,tt0071042,tt0083564,tt9185066
nm0009998	Luca Ackerman	\N	\N	actor	tt0096903
nm0009999	Malvina Ackerman	\N	\N	actress	tt0085937
nm0010000	Michael Ackerman	\N	\N	cinematographer,camera_department,miscellaneous	tt0233315,tt2403991,tt7183838,tt2155442
nm0010001	Mitch Ackerman	\N	\N	production_manager,producer	tt0803091,tt0078638,tt0101120,tt0077000
nm0010002	Naomi Ackerman	\N	\N	actress	tt0113826
nm0010003	Noah Ackerman	1973	\N	miscellaneous,producer,actor	tt0120382,tt0112697,tt0114319,tt0116313
nm0010004	Peter Ackerman	\N	\N	producer,writer,actor	tt0268380,tt0438097,tt6095472,tt2149175
nm0010005	Phillip Ackerman	\N	\N	make_up_department	tt0097132,tt0117769,tt0125604,tt4333210
nm0010006	Randy Ackerman	1977	\N	actor	tt0172949,tt0107205
nm0010007	Raymond Ackerman	\N	\N	cinematographer,director	tt0291199,tt0246629,tt0341363,tt0254716
nm0010008	Regina Ackerman	\N	\N	miscellaneous	tt0101072,tt0103569
nm0010009	Rickey Ackerman	\N	\N	miscellaneous	tt5375204,tt0196074,tt2231848,tt1707374
nm0010010	Robert Ackerman	1938	\N	actor	tt0083500,tt0077031,tt0111282,tt0077000
nm0010011	Robert Ackerman	\N	\N	art_department	tt0114047
nm0010012	Robert Allan Ackerman	\N	\N	director,producer,writer	tt0222776,tt0383139,tt0250581,tt0323332
nm0010013	Ron Ackerman	1929	1995	actor	tt0074383,tt0091442
nm0010015	Stanley Ackerman	1915	2009	assistant_director,actor	tt0054971,tt0165996,tt0066808,tt0081554
nm0010016	Steve Ackerman	\N	\N	cinematographer,camera_department,producer	tt0418612,tt1377771,tt0142698,tt1361334
nm0010017	Walter Ackerman	1881	1938	actor	tt0017655,tt0016301,tt0019719,tt1690452
nm0010018	Will Ackerman	\N	\N	soundtrack,composer,music_department	tt0109444,tt0118437,tt1640718,tt0204007
nm0010019	William Ackerman	\N	\N	actor,casting_director	tt0097768
nm0010020	Woolsey Ackerman	\N	\N	miscellaneous,producer,soundtrack	tt0159876,tt1541116,tt4786294,tt3561068
nm0010021	Louis Ackerman-Oerton	\N	\N	actor	tt0215108
nm0010022	Anna Maria Ackermann	1932	\N	actress	tt0353046,tt0287857,tt1178183,tt0335635
nm0010023	Anton Ackermann	1905	1973	miscellaneous	tt0061802,tt0066067
nm0010024	Elisabeth Ackermann	1938	\N	actress	tt0806910,tt0168313,tt0121935,tt0062771
nm0010025	Gabriela Ackermann	\N	\N	sound_department,editorial_department,assistant_director	tt0167644,tt0279659,tt0101152,tt2264344
nm0010026	Gertrude Ackermann	\N	\N	actress	tt0111819
nm0010027	Heide Ackermann	1943	\N	actress	tt0239450,tt8573752,tt0084428,tt0806910
nm0010028	James Ackermann	\N	\N	transportation_department	tt0118827
nm0010029	Kathrin Ackermann	1939	\N	actress,producer	tt0167132,tt1437836,tt0061762,tt0806910
nm0010030	Klaas Akkermann	1934	\N	actor	tt0319258,tt0053630
nm0010031	Kurt Ackermann	1935	\N	actor	tt0806910,tt0377081,tt0329874,tt0089575
nm0010033	Martin Ackermann	\N	\N	actor	tt0278499
nm0010034	Maud Ackermann	1965	\N	actress	tt5376776,tt1613717,tt0199777,tt1245530
nm0010035	Nina Ackermann	\N	\N	actress,cinematographer	tt0095205,tt0806901,tt2215121,tt0111652
nm0010036	Peter Ackermann	1956	\N	art_department,art_director,production_designer	tt1705952,tt9203694,tt0100240,tt2088003
nm0010037	Rainer Ackermann	1946	\N	producer,director,writer	tt1138067,tt0412863,tt0757928,tt0354259
nm0010038	Ralf Ackermann	\N	\N	actor	tt0096137,tt0465852
nm0010039	Stéphane Ackermann	\N	\N	soundtrack	tt0194314
nm0010040	Thilo Ackermann	\N	\N	actor	tt0278162
nm0010041	Tom Ackermann	\N	\N	writer	tt0091415,tt0099230
nm0010042	Trude Ackermann	1924	2018	actress	tt0806910,tt0058897,tt0128133,tt0271029
nm0010043	Willi Ackermann	1896	1973	actor	tt0042440,tt0032105,tt12084042,tt0358915
nm0010044	H. Ackermans	\N	\N	composer,soundtrack	tt1062344,tt0270576,tt0896551
nm0010045	Jan Ackermans	\N	\N	actor	tt0105498,tt2716554
nm0010047	Tim Ackers	\N	\N	art_department	tt0329717,tt1843866,tt0443706,tt0133152
nm0010049	George Ackerson	\N	\N	assistant_director,miscellaneous	tt0045309,tt0127562,tt0041600,tt0048872
nm0010050	David Ackert	\N	\N	actor,producer,writer	tt0383760,tt0069658,tt0446241,tt0112022
nm0010051	Ramin Ackert	\N	\N	actor	tt0118153
nm0010052	Julie Ackerton	\N	\N	sound_department	tt0110455
nm0010053	Karin Acket	\N	\N	production_manager,miscellaneous,producer	tt0380442,tt0107331,tt0104568,tt0100873
nm0010054	Steve Ackhurst	\N	\N	producer,writer,production_manager	tt1500246,tt0116160,tt0388411,tt0301230
nm0010055	Jeffrey P. Ackil	1953	2014	camera_department,cinematographer	tt1198596,tt0103184,tt1510273,tt1686315
nm0010056	Claire Ackilli	\N	\N	actress	tt0075371
nm0010057	Christopher Ackland	1951	\N	sound_department,editorial_department	tt0137494,tt0120053,tt0163978,tt0094947
nm0010058	Jennifer Ackland	\N	\N	actress	tt0134154,tt2047744
nm0010059	Melanie Ackland	1952	\N	actress	tt0072107,tt0066714
nm0010060	Noreen Ackland	1921	2013	editor,editorial_department,sound_department	tt0044103,tt0061287,tt1493195,tt0054167
nm0010061	Ray Ackland	\N	\N	actor	tt0053580
nm0010062	Richard Ackland	\N	\N	camera_department,miscellaneous	tt0280770,tt0382382,tt0293929,tt0151568
nm0010063	Rodney Ackland	1908	1991	writer,director,actor	tt0041776,tt0035441,tt0031924,tt0033627
nm0010065	Victor L. Ackland	1882	1967	cinematographer	tt0011766,tt0010840,tt0011891
nm0010066	Amanda Ackland-Snow	1963	2007	art_department,art_director,set_decorator	tt0091934,tt0098319,tt0115288,tt0093512
nm0010067	Andrew Ackland-Snow	1961	\N	art_director,art_department	tt1201607,tt1568911,tt0926084,tt0417741
nm0010068	Brian Ackland-Snow	1940	2013	production_designer,art_director,art_department	tt0083791,tt0091867,tt0074695,tt0086393
nm0010069	Dominic Ackland-Snow	\N	\N	art_department,writer,producer	tt0266987,tt2873282,tt6806448,tt0293508
nm0010070	Terry Ackland-Snow	1943	\N	art_department,production_designer,art_director	tt0093428,tt0086393,tt0096895,tt0090605
nm0010071	Vivien Ackland-Snow	\N	\N	miscellaneous,assistant_director,production_manager	tt11713150,tt0306273,tt4793190,tt10949294
nm0010072	Joseph Ackler	1980	2014	actor	tt0313090,tt1190689,tt0190106,tt0118539
nm0010073	Alan Ackles	1948	\N	actor	tt0460681,tt0102978,tt0406706,tt0455275
nm0010074	David Ackles	1937	1999	actor,writer,composer	tt0299112,tt0060174,tt0083340,tt0806686
nm0010075	Jensen Ackles	1978	\N	actor,director,soundtrack	tt0829297,tt0460681,tt1179891,tt0058796
nm0010076	Jill Ackles	\N	\N	director	tt0065272,tt0069658,tt0058796,tt0062595
nm0010077	Ken Ackles	1916	1986	actor	tt0071402,tt0053001,tt0041191,tt0266207
nm0010078	Alana Caudillo	\N	\N	costume_department,miscellaneous,editorial_department	tt0093378,tt0120746,tt0146675,tt0112851
nm0010079	Alyson Ackley	\N	\N	actress	tt0245836
nm0010080	Brian Ackley	\N	\N	producer,writer,director	tt1419989,tt1458902,tt3735332,tt5244322
nm0010081	Casey Donahue Ackley	\N	\N	writer,producer,production_manager	tt0426533,tt0177822,tt0330930
